brand,model,years,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,horsepower,torque_nm,drive_type,seating_capacity,body_type,weight_kg,safety_rating,country,segment,annual_sales
Rivian,R1S,2023,Base,71764,63,216,112,267,240,RWD,5,Coupe,1532,4,US,Premium,16601
Tesla,Model Y,2024,Standard,118292,83,290,268,828,772,AWD,5,Truck,2443,5,US,Luxury,419454
Toyota,bZ Compact SUV,2025,Base,65609,60,208,68,816,769,FWD,5,SUV,1949,4,Japan,Premium,24977
Volkswagen,ID. Buzz,2023,Premium,99864,67,227,114,1000,879,AWD,7,Truck,2583,5,Germany,Premium,237739
Tesla,Model 3,2022,Long Range,84610,107,365,287,593,574,RWD,5,SUV,2001,4,US,Premium,171529
Kia,Sportage EV,2025,Premium,81244,55,181,55,972,869,AWD,5,SUV,2277,5,South Korea,Premium,70466
Mercedes,EQC,2024,Premium,167461,70,243,77,1000,943,RWD,7,Hatchback,1500,4,Germany,Luxury,50533
GM/Chevrolet,Equinox EV,2023,Long Range,33127,87,303,70,228,275,FWD,5,SUV,2025,4,US,Budget,19880
Ford,Explorer EV,2023,Performance,66132,97,322,172,729,712,FWD,5,Truck,2343,5,US,Premium,34351
BMW,i7,2024,Base,58695,50,177,106,314,298,AWD,5,Coupe,1677,4,Germany,Mid-range,59887
GM/Chevrolet,Silverado EV,2025,Premium,46867,59,232,69,501,394,RWD,7,Sedan,1579,5,US,Mid-range,24354
Mercedes,EQS,2024,Performance,183950,87,328,226,1000,941,AWD,5,Coupe,1676,5,Germany,Luxury,78765
BYD,Max,2025,Long Range,26705,85,273,119,280,247,AWD,7,Truck,2625,4,China,Budget,188547
Hyundai,Ioniq 5,2024,Standard,37624,64,214,108,344,327,RWD,5,Van,1500,4,South Korea,Mid-range,76324
BYD,Dolphin,2025,Performance,98822,98,363,218,1000,930,AWD,7,Hatchback,1500,4,China,Premium,172137
Porsche,Macan Electric,2025,Standard,186970,81,291,313,1000,936,AWD,5,Hatchback,1894,5,Germany,Luxury,29154
NIO,EL8,2024,Premium,68322,65,203,121,526,465,RWD,5,Coupe,1745,5,China,Premium,2458
Tesla,Model Y,2024,Premium,91805,53,197,346,668,649,RWD,7,Hatchback,1500,4,US,Premium,462587
GM/Chevrolet,Bolt EV,2024,Base,34244,60,214,99,288,251,AWD,7,SUV,1772,5,US,Budget,29653
Rivian,R3,2026,Performance,113739,107,358,186,1000,935,AWD,5,Coupe,1500,4,US,Luxury,22439
Tesla,Cybertruck,2025,Standard,98006,51,177,336,719,587,FWD,7,Truck,2276,4,US,Premium,113383
Kia,EV9,2024,Standard,67166,72,240,71,723,642,AWD,5,SUV,1821,4,South Korea,Premium,69022
Rivian,R1S,2024,Base,73774,67,263,132,325,272,AWD,7,Truck,2508,5,US,Premium,22100
Tesla,Model Y,2024,Long Range,98421,75,267,260,739,720,RWD,5,Hatchback,1628,5,US,Premium,459091
GM/Chevrolet,Silverado EV,2024,Standard,42545,40,150,115,460,408,FWD,7,Sedan,1830,3,US,Mid-range,11545
BYD,Leaf 50X,2023,Performance,25921,102,344,197,215,200,AWD,5,Truck,2544,5,China,Budget,110847
Rivian,R1S,2024,Standard,86120,52,172,93,1000,929,AWD,7,Van,1514,4,US,Premium,1755
Fisker,Ronin,2024,Performance,77587,78,296,183,605,533,AWD,7,Sedan,1691,4,US,Premium,24352
Toyota,bZ4X,2026,Long Range,89239,105,336,114,1000,879,RWD,5,Hatchback,1734,5,Japan,Premium,3195
Hyundai,Ioniq 6,2023,Standard,53342,43,150,111,558,506,FWD,5,Sedan,1500,4,South Korea,Mid-range,142003
Mercedes,EQS,2026,Premium,108753,76,250,137,577,547,AWD,5,SUV,1922,4,Germany,Luxury,65854
Mercedes,GLE EV,2022,Base,94571,73,257,91,421,339,AWD,7,Truck,2664,5,Germany,Premium,59270
BYD,Dolphin,2025,Base,52114,55,221,141,558,507,AWD,5,Coupe,1539,4,China,Mid-range,186712
Mercedes,EQC,2025,Premium,91108,66,223,90,447,344,AWD,5,Van,1793,5,Germany,Premium,58124
Tesla,Cybertruck,2024,Premium,49738,47,150,330,378,292,RWD,7,Truck,2606,5,US,Mid-range,179970
Kia,EV9,2023,Standard,33511,40,152,145,241,214,AWD,7,SUV,2106,4,South Korea,Budget,137108
BYD,Seagull,2023,Standard,84140,72,261,103,963,882,AWD,7,Truck,2278,5,China,Premium,236926
Tesla,Model 3,2025,Premium,137917,66,216,329,1000,906,RWD,7,SUV,2111,5,US,Luxury,132643
Tesla,Model 3,2024,Long Range,148636,103,360,323,1000,910,AWD,7,Van,1690,3,US,Luxury,108335
GM/Chevrolet,Bolt EUV,2025,Performance,62331,108,376,169,803,695,AWD,7,Truck,2393,4,US,Mid-range,27154
BYD,Qin,2025,Standard,29108,45,170,86,319,224,AWD,7,Hatchback,1780,5,China,Budget,179440
GM/Chevrolet,Bolt EUV,2025,Performance,81160,104,379,234,1000,927,RWD,7,Truck,2789,4,US,Premium,28393
Tesla,Model 3,2025,Base,80586,78,274,227,580,502,RWD,5,Van,1645,5,US,Premium,243472
BYD,Qin,2025,Standard,79452,66,253,81,839,753,FWD,7,Hatchback,1610,5,China,Premium,216726
Kia,Niro EV,2021,Performance,51784,100,345,221,525,467,FWD,5,SUV,2137,5,South Korea,Mid-range,94100
Ford,E-Transit,2025,Base,47443,71,237,127,445,381,RWD,7,Van,1750,4,US,Mid-range,71700
BYD,Max,2024,Premium,113232,50,173,90,1000,907,AWD,7,Coupe,1576,4,China,Luxury,184045
BMW,i3,2021,Long Range,102095,107,364,123,843,810,AWD,5,Coupe,1503,4,Germany,Luxury,29444
Audi,e-tron,2026,Performance,104966,97,360,209,776,692,AWD,5,Sedan,1596,4,Germany,Luxury,20618
Kia,Niro EV,2024,Long Range,40789,86,279,97,332,276,FWD,5,Coupe,1580,5,South Korea,Mid-range,63756
BYD,Leaf 50X,2025,Standard,32451,73,268,118,348,323,FWD,7,Coupe,1889,4,China,Budget,104392
Tesla,Model 3,2022,Standard,112087,61,215,347,806,684,RWD,5,Sedan,1775,5,US,Luxury,140793
Mercedes,EQG,2022,Base,64417,70,262,64,213,227,FWD,7,SUV,2149,5,Germany,Mid-range,31870
Tesla,Model 3,2025,Base,108727,41,150,345,743,715,FWD,7,Truck,2525,3,US,Luxury,118818
Audi,e-tron,2021,Performance,119078,119,396,174,963,899,RWD,5,Coupe,1617,5,Germany,Luxury,62009
Hyundai,Ioniq 5,2025,Base,34994,79,269,104,258,270,FWD,7,Hatchback,1500,3,South Korea,Budget,123225
NIO,ET5,2023,Premium,114241,66,218,54,1000,939,AWD,7,Truck,2456,5,China,Luxury,26747
Ford,Mustang Mach-E,2025,Long Range,70077,108,396,104,815,725,AWD,5,Truck,2211,3,US,Premium,52702
Xiaomi,SU7,2024,Long Range,95395,76,243,120,1000,931,FWD,5,SUV,2215,5,China,Premium,8671
BYD,Seagull,2024,Base,16613,56,237,83,202,200,AWD,5,Sedan,1578,3,China,Budget,205452
Ford,F-150 Lightning,2022,Premium,39148,53,215,73,280,217,AWD,4,Truck,2430,4,US,Mid-range,78104
Volkswagen,ID.3,2025,Performance,52326,115,383,192,500,497,AWD,5,SUV,2045,5,Germany,Mid-range,248780
Hyundai,Ioniq 6,2026,Premium,43930,71,285,138,431,387,AWD,5,SUV,1932,4,South Korea,Mid-range,60140
BMW,i5,2025,Base,68260,52,191,137,397,320,RWD,5,SUV,1984,4,Germany,Premium,78488
Audi,e-tron GT,2024,Base,86243,60,208,118,543,447,FWD,5,Sedan,1500,4,Germany,Premium,24433
Polestar,2,2025,Base,91716,63,234,123,558,508,RWD,5,Hatchback,1632,5,Sweden,Premium,2292
Ford,Explorer EV,2025,Base,55304,58,191,58,586,492,FWD,5,SUV,2189,5,US,Mid-range,32117
Volkswagen,ID.4,2024,Long Range,67672,107,369,104,714,648,RWD,5,SUV,1988,4,Germany,Premium,268234
Volkswagen,ID.5,2022,Performance,46349,90,333,204,334,294,RWD,5,SUV,1513,4,Germany,Mid-range,219975
GM/Chevrolet,Silverado EV,2023,Premium,41711,59,204,84,378,346,AWD,5,Hatchback,1502,4,US,Mid-range,776
BYD,Atto 3,2024,Long Range,71452,77,260,149,788,761,RWD,5,Van,1540,5,China,Premium,111875
Tesla,Cybertruck,2022,Long Range,109130,92,339,208,720,650,FWD,7,Truck,2513,5,US,Luxury,161385
BYD,Dolphin,2025,Performance,30282,100,331,244,289,286,RWD,7,Van,1897,5,China,Budget,180781
BYD,Dolphin,2025,Standard,83813,70,271,90,960,881,RWD,5,SUV,1784,3,China,Premium,193467
BYD,Atto 3,2022,Long Range,59084,100,349,129,657,521,FWD,7,Hatchback,1597,4,China,Mid-range,242445
BYD,Dolphin,2021,Performance,43986,97,348,222,466,418,RWD,5,Coupe,1505,4,China,Mid-range,213365
Tesla,Model Y,2024,Long Range,114550,101,338,260,800,756,FWD,5,Coupe,1663,5,US,Luxury,473485
Tesla,Model Y,2025,Performance,63323,91,314,257,420,356,RWD,7,Coupe,1634,5,US,Mid-range,404935
Porsche,Taycan,2024,Premium,143428,66,213,221,640,521,AWD,7,Coupe,1500,4,Germany,Luxury,6555
Volkswagen,ID. Aero,2023,Premium,60338,44,158,71,580,557,RWD,7,Hatchback,1500,5,Germany,Mid-range,201954
Volkswagen,ID.3,2023,Premium,53065,68,226,141,464,379,RWD,7,Truck,2506,3,Germany,Mid-range,243991
BMW,i5,2022,Performance,74179,74,257,154,386,326,RWD,7,Coupe,1714,5,Germany,Premium,60959
BYD,Atto 3,2025,Long Range,51946,98,331,88,593,555,AWD,7,Sedan,1785,5,China,Mid-range,247778
Toyota,bZ Compact SUV,2024,Long Range,85222,87,314,127,1000,915,FWD,7,SUV,2167,4,Japan,Premium,12454
Ford,E-Transit,2025,Standard,44718,72,258,60,382,355,FWD,7,Hatchback,1523,5,US,Mid-range,41551
Tesla,Model X,2024,Premium,57311,46,178,230,371,358,RWD,7,Hatchback,1576,5,US,Mid-range,103833
Volkswagen,ID. Aero,2025,Premium,112803,81,297,50,1000,906,AWD,7,Truck,2658,4,Germany,Luxury,225327
Audi,e-tron GT,2025,Long Range,126393,110,384,99,1000,873,FWD,7,Sedan,1500,4,Germany,Luxury,38380
Toyota,bZ Compact SUV,2025,Premium,79560,49,199,82,1000,917,RWD,7,SUV,1681,5,Japan,Premium,12847
Hyundai,Ioniq,2025,Performance,56648,77,256,156,651,571,AWD,7,Truck,2444,4,South Korea,Mid-range,120189
Kia,EV9,2026,Long Range,68590,83,269,85,777,693,FWD,5,SUV,1880,5,South Korea,Premium,136116
Tesla,Model Y,2025,Premium,126347,63,253,304,888,808,AWD,5,SUV,1955,4,US,Luxury,433007
Volvo,XC40 Recharge,2025,Long Range,79465,101,373,57,617,519,FWD,5,Van,1500,5,Sweden,Premium,9072
BYD,Qin,2022,Base,51140,58,209,73,572,450,AWD,5,Van,1639,5,China,Mid-range,122452
NIO,EL8,2021,Long Range,55222,108,383,60,328,316,AWD,7,Coupe,1742,4,China,Mid-range,7302
BMW,i3,2024,Premium,79372,76,287,120,455,425,AWD,5,Hatchback,1500,5,Germany,Premium,73538
Kia,Picanto EV,2024,Performance,42779,93,294,225,378,354,FWD,5,SUV,1837,4,South Korea,Mid-range,60355
Hyundai,Ioniq 6,2026,Premium,56433,63,241,133,621,572,RWD,5,Truck,2171,4,South Korea,Mid-range,82791
BYD,Atto 3,2026,Long Range,27583,88,308,147,239,200,FWD,5,Truck,2795,5,China,Budget,122434
Tesla,Model S,2026,Base,58827,44,150,256,396,316,FWD,7,Sedan,1518,4,US,Mid-range,198300
BYD,Atto 3,2024,Premium,65610,56,208,128,719,646,RWD,5,Sedan,1707,4,China,Premium,108967
Tesla,Cybertruck,2024,Long Range,71380,86,314,202,495,479,RWD,7,Truck,2926,5,US,Premium,213989
Ford,F-150 Lightning,2024,Premium,79236,57,213,108,929,817,AWD,2,Truck,2579,4,US,Premium,59746
BYD,Max,2024,Premium,88219,55,210,74,1000,882,AWD,7,Coupe,1709,4,China,Premium,227690
Tesla,Model S,2020,Performance,164704,113,397,201,1000,877,RWD,7,Sedan,1900,5,US,Luxury,159470
Fisker,Ronin,2026,Standard,93653,55,193,144,823,743,FWD,5,Sedan,1675,3,US,Premium,24709
Audi,e-tron GT,2024,Performance,121872,86,305,248,1000,889,AWD,5,Van,1664,5,Germany,Luxury,31338
Rivian,R1S,2022,Premium,102879,67,249,57,1000,930,AWD,5,Sedan,1640,5,US,Luxury,27062
Volvo,XC90 Recharge,2022,Performance,74428,86,316,151,584,519,RWD,5,Truck,2794,5,Sweden,Premium,3031
Tesla,Model 3,2026,Performance,112275,74,242,326,781,662,AWD,7,Hatchback,1825,4,US,Luxury,193133
Volkswagen,ID. Buzz,2025,Long Range,97039,101,357,140,1000,891,FWD,5,Coupe,1712,4,Germany,Premium,224398
GM/Chevrolet,Silverado EV,2021,Premium,53396,43,150,145,624,587,AWD,5,Sedan,1519,4,US,Mid-range,1550
GM/Chevrolet,Blazer EV,2025,Premium,80503,79,262,121,1000,888,RWD,5,Sedan,1721,3,US,Premium,14992
Tesla,Model 3,2025,Long Range,31640,77,287,222,168,200,FWD,7,Coupe,1602,5,US,Budget,146342
Ford,F-150 Lightning,2023,Performance,69526,115,415,203,822,735,AWD,2,Truck,2445,5,US,Premium,23821
BYD,Atto 3,2025,Performance,81358,82,282,193,889,778,AWD,5,Sedan,1500,4,China,Premium,108251
BYD,Qin,2026,Base,45158,84,315,53,469,441,AWD,5,SUV,1873,5,China,Mid-range,119766
Hyundai,Ioniq,2023,Standard,73470,62,217,144,902,779,RWD,5,Truck,2647,5,South Korea,Premium,142666
Kia,Sportage EV,2024,Standard,31797,46,150,79,233,200,FWD,5,SUV,2224,4,South Korea,Budget,131619
Kia,EV9,2022,Long Range,73676,96,333,93,868,792,AWD,5,SUV,1945,5,South Korea,Premium,89937
Tesla,Model S,2023,Performance,105706,115,391,332,742,663,RWD,5,Coupe,1802,3,US,Luxury,247669
Audi,e-tron,2024,Long Range,123736,82,310,113,965,897,FWD,5,Coupe,1758,5,Germany,Luxury,45413
BYD,Dolphin,2025,Base,73207,69,232,85,814,744,AWD,5,Hatchback,1500,4,China,Premium,205374
Tesla,Model S,2023,Standard,95125,45,150,286,730,670,AWD,7,Hatchback,1713,3,US,Premium,116755
Audi,e-tron GT,2023,Long Range,64643,84,293,113,269,202,FWD,5,SUV,2231,5,Germany,Mid-range,67458
Toyota,bZ4X,2022,Base,35116,61,238,145,150,200,FWD,5,Hatchback,1689,4,Japan,Mid-range,3528
Mercedes,EQE,2025,Premium,112651,54,165,123,587,561,RWD,7,SUV,2158,4,Germany,Luxury,79068
Ford,Explorer EV,2024,Premium,80542,73,280,80,984,864,RWD,7,Coupe,1500,5,US,Premium,37698
BMW,i4,2022,Standard,99870,51,193,91,812,735,AWD,5,Coupe,1807,4,Germany,Premium,76842
Kia,Picanto EV,2021,Performance,106510,75,275,220,1000,847,AWD,7,Van,1618,5,South Korea,Luxury,120403
Tesla,Model S,2025,Standard,58831,45,150,213,431,362,FWD,5,Sedan,1837,5,US,Mid-range,150860
Volkswagen,ID.3,2025,Long Range,70858,91,274,104,786,732,FWD,7,Truck,2795,5,Germany,Premium,251846
Volkswagen,ID. Buzz,2024,Standard,46173,52,190,132,394,352,AWD,5,Sedan,1533,5,Germany,Mid-range,274696
BYD,Yuan Plus,2025,Base,73712,44,173,146,781,718,AWD,7,Sedan,1812,4,China,Premium,243890
GM/Chevrolet,Silverado EV,2023,Premium,73891,45,150,95,1000,883,AWD,5,SUV,1762,5,US,Premium,7223
Hyundai,Ioniq,2025,Standard,65291,84,283,75,754,610,RWD,5,Van,1742,5,South Korea,Premium,99183
Tesla,Model Y,2024,Premium,137035,59,224,213,984,852,RWD,5,Hatchback,1769,4,US,Luxury,429314
BYD,Yuan Plus,2023,Base,36016,52,178,75,377,393,RWD,5,SUV,2000,5,China,Mid-range,143487
BMW,i4,2024,Standard,96459,81,288,97,788,724,AWD,7,Truck,2534,4,Germany,Premium,64056
Tesla,Cybertruck,2025,Base,64862,68,237,321,455,329,RWD,5,Truck,2349,5,US,Mid-range,237113
Mercedes,EQS,2025,Standard,131965,47,157,137,817,752,RWD,5,Coupe,1776,4,Germany,Luxury,62952
Hyundai,Kona Electric,2024,Premium,97252,61,196,80,1000,936,AWD,5,SUV,2108,5,South Korea,Premium,59030
Hyundai,i30,2024,Long Range,63320,103,353,56,723,634,FWD,7,Sedan,1930,5,South Korea,Mid-range,132537
Kia,EV9,2023,Standard,63387,61,218,118,725,679,RWD,5,SUV,2057,5,South Korea,Mid-range,97503
Mercedes,EQE,2021,Standard,115666,57,162,117,608,588,RWD,7,Hatchback,1500,4,Germany,Luxury,25083
BYD,Dolphin,2022,Standard,30805,40,150,108,377,392,RWD,7,Truck,2193,5,China,Budget,133529
BMW,i4,2026,Premium,103491,48,152,97,887,802,AWD,5,Sedan,1837,5,Germany,Luxury,42817
Kia,Niro EV,2026,Long Range,67364,101,376,95,740,658,FWD,5,SUV,2072,3,South Korea,Premium,128059
BYD,Seagull,2025,Standard,37099,65,205,133,393,350,AWD,5,Hatchback,1783,5,China,Mid-range,163441
Audi,Q4 e-tron,2025,Standard,55204,65,223,116,243,200,FWD,5,Hatchback,1500,4,Germany,Mid-range,48087
Ford,E-Transit,2025,Standard,63604,40,150,81,705,676,FWD,5,Hatchback,1508,4,US,Mid-range,36824
BMW,iX,2023,Performance,101591,116,426,201,818,765,RWD,7,Van,1688,5,Germany,Luxury,73116
Mercedes,GLE EV,2024,Base,62601,56,179,122,160,205,AWD,5,Van,1500,3,Germany,Mid-range,69358
Mercedes,EQS,2025,Standard,99348,49,189,55,535,532,FWD,7,Coupe,1578,4,Germany,Premium,79812
GM/Chevrolet,Bolt EUV,2021,Base,40120,79,282,118,451,389,AWD,5,SUV,1980,5,US,Mid-range,25340
Mercedes,EQC,2025,Base,124226,74,253,77,687,619,FWD,5,SUV,1728,4,Germany,Luxury,40173
GM/Chevrolet,Blazer EV,2025,Base,34617,74,287,116,306,303,RWD,5,Coupe,1685,4,US,Budget,24423
BMW,i7,2021,Long Range,75381,109,366,91,482,442,FWD,7,SUV,2165,4,Germany,Premium,62356
Kia,EV9,2021,Standard,32211,78,270,122,210,200,RWD,7,SUV,1957,5,South Korea,Budget,60096
GM/Chevrolet,Silverado EV,2026,Premium,68395,46,165,142,903,784,AWD,7,Coupe,1500,4,US,Premium,27929
Tesla,Model S,2024,Long Range,156702,103,353,340,1000,867,AWD,7,Sedan,1500,5,US,Luxury,132013
Audi,e-tron,2026,Base,97863,42,166,141,693,607,AWD,7,Coupe,1509,5,Germany,Premium,24216
Mercedes,EQS,2025,Long Range,183986,101,365,125,1000,849,FWD,5,Hatchback,1663,5,Germany,Luxury,50432
Tesla,Cybertruck,2025,Performance,56353,83,297,312,305,299,AWD,7,Truck,2480,4,US,Mid-range,197115
Mercedes,EQG,2022,Standard,126404,65,225,136,706,626,FWD,7,SUV,2048,4,Germany,Luxury,37272
Tesla,Model 3,2023,Premium,67811,56,175,235,470,501,RWD,7,Sedan,1618,5,US,Premium,194039
BYD,Seagull,2022,Long Range,53237,103,376,147,620,527,FWD,5,Truck,2247,5,China,Mid-range,163016
GM/Chevrolet,Blazer EV,2025,Base,63437,53,186,78,856,767,AWD,5,Truck,2127,5,US,Mid-range,13397
Tesla,Cybertruck,2024,Standard,101209,52,172,331,744,653,AWD,5,Truck,2359,5,US,Luxury,248389
Ford,Explorer EV,2023,Standard,37298,73,262,80,244,225,RWD,5,SUV,2136,4,US,Mid-range,60230
Mercedes,EQC,2022,Premium,155446,73,265,130,987,922,FWD,5,Sedan,1500,5,Germany,Luxury,41853
Hyundai,Ioniq 5,2022,Premium,55487,41,154,149,606,541,AWD,5,Sedan,1768,3,South Korea,Mid-range,52238
Tesla,Model 3,2020,Long Range,65735,91,319,237,401,349,RWD,5,Coupe,1684,3,US,Premium,120134
BYD,Seagull,2023,Standard,62912,54,188,64,724,621,AWD,5,Hatchback,1783,5,China,Mid-range,196923
Kia,Picanto EV,2026,Premium,97175,65,227,142,1000,937,AWD,5,Truck,2301,4,South Korea,Premium,93712
Polestar,2,2020,Base,82455,57,204,144,459,443,FWD,5,Van,1643,4,Sweden,Premium,12945
BMW,i5,2025,Base,84667,78,258,53,617,535,AWD,5,Truck,2318,3,Germany,Premium,39763
BYD,Dolphin,2024,Standard,57388,48,180,106,619,552,FWD,5,Sedan,1500,5,China,Mid-range,181198
BMW,iX,2025,Standard,92032,75,257,115,698,633,FWD,7,Sedan,1684,5,Germany,Premium,29936
Kia,EV6,2024,Base,72870,82,288,119,819,756,RWD,7,Truck,2444,5,South Korea,Premium,68801
Ford,Explorer EV,2025,Premium,66423,78,263,69,730,659,AWD,5,Van,1938,5,US,Premium,56669
Tesla,Cybertruck,2025,Premium,52220,69,211,250,345,283,AWD,5,Truck,2532,5,US,Mid-range,119997
GM/Chevrolet,Equinox EV,2025,Long Range,84367,77,244,139,1000,852,RWD,5,SUV,2312,4,US,Premium,6773
Kia,EV9,2025,Long Range,93514,80,278,88,1000,929,FWD,5,SUV,1814,5,South Korea,Premium,120989
Toyota,bZ Compact SUV,2020,Base,30417,72,257,103,150,200,RWD,5,SUV,2421,4,Japan,Budget,15941
BYD,Seagull,2021,Performance,106412,95,346,157,1000,828,RWD,7,Van,1515,5,China,Luxury,180190
BMW,iX,2026,Long Range,81774,76,277,141,629,581,AWD,5,Truck,2691,5,Germany,Premium,38573
Rivian,R1T,2021,Standard,75010,69,263,62,448,384,FWD,4,Truck,2477,5,US,Premium,1899
Tesla,Model S,2025,Standard,67257,74,249,239,471,404,RWD,5,Truck,2729,5,US,Premium,149284
NIO,EL6,2025,Standard,65308,46,171,55,469,405,FWD,7,Sedan,1784,5,China,Premium,19253
BMW,i4,2023,Base,63736,75,276,140,308,308,FWD,5,Sedan,1500,5,Germany,Mid-range,28907
Tesla,Model Y,2025,Premium,154034,81,277,350,1000,900,RWD,7,Hatchback,1611,5,US,Luxury,428866
BYD,Seagull,2025,Standard,26965,56,166,81,274,233,RWD,7,Van,1750,5,China,Budget,131090
GM/Chevrolet,Bolt EUV,2024,Long Range,61731,79,279,143,863,773,FWD,5,Coupe,1597,5,US,Mid-range,10777
Tesla,Model 3,2024,Base,88043,46,164,329,687,636,FWD,5,Sedan,1735,3,US,Premium,108761
Kia,EV9,2025,Long Range,74001,103,371,128,864,705,RWD,5,SUV,1873,5,South Korea,Premium,137133
BYD,Atto 3,2025,Premium,81059,78,260,66,934,836,AWD,7,Van,1569,4,China,Premium,230802
BMW,iX,2022,Base,51044,76,263,121,178,200,RWD,7,Coupe,1582,4,Germany,Mid-range,44259
Tesla,Model Y,2023,Premium,144886,68,230,249,1000,899,AWD,5,Hatchback,1572,5,US,Luxury,416711
Mercedes,EQG,2026,Long Range,124673,101,347,67,758,698,FWD,5,SUV,1890,5,Germany,Luxury,24079
Fisker,Ronin,2024,Performance,159067,110,402,212,1000,948,RWD,7,Van,1803,5,US,Luxury,23252
Fisker,Ocean,2024,Long Range,93019,84,313,72,786,724,AWD,5,Sedan,1655,5,US,Premium,1655
GM/Chevrolet,Bolt EV,2026,Premium,67711,41,150,102,886,827,FWD,5,Van,1868,5,US,Premium,15428
Tesla,Model 3,2025,Performance,112636,91,305,293,808,749,RWD,7,Truck,2220,5,US,Luxury,126461
GM/Chevrolet,Blazer EV,2023,Standard,62461,54,168,89,828,728,AWD,5,Hatchback,1571,4,US,Mid-range,6024
Tesla,Model Y,2026,Long Range,83728,83,280,334,562,518,AWD,7,Hatchback,1738,4,US,Premium,490450
Tesla,Model X,2025,Performance,92160,116,400,305,701,679,AWD,7,Sedan,1630,4,US,Premium,139912
BYD,Dolphin,2023,Standard,23506,76,261,73,211,239,AWD,5,Hatchback,1694,3,China,Budget,178149
Hyundai,Kona Electric,2026,Performance,77800,108,367,183,956,887,RWD,5,Hatchback,1720,4,South Korea,Premium,58908
Ford,Mustang Mach-E,2022,Standard,56514,52,189,87,505,476,RWD,5,Truck,2216,3,US,Mid-range,39584
BMW,i3,2025,Standard,69071,82,304,93,374,366,FWD,5,Van,1576,4,Germany,Premium,73019
Volkswagen,ID.4,2024,Premium,112817,66,213,88,1000,896,AWD,5,Sedan,1541,5,Germany,Luxury,244997
BYD,Yuan Plus,2025,Standard,28078,45,150,64,251,252,AWD,7,Sedan,1500,3,China,Budget,207345
Xiaomi,SU7,2024,Base,67625,51,190,140,690,581,RWD,7,Truck,2209,5,China,Premium,26829
Volkswagen,ID.4,2024,Standard,45198,57,198,106,373,366,AWD,5,Truck,2492,5,Germany,Mid-range,251931
Volkswagen,ID. Buzz,2025,Standard,34913,58,187,111,190,200,AWD,5,Hatchback,1579,5,Germany,Budget,204604
Tesla,Model X,2022,Base,53236,85,305,223,364,336,AWD,5,Coupe,1686,4,US,Mid-range,178460
Ford,E-Transit,2023,Performance,78715,112,393,229,917,787,RWD,5,Coupe,1647,4,US,Premium,41203
GM/Chevrolet,Bolt EUV,2024,Standard,57065,45,150,110,737,692,FWD,5,SUV,2167,5,US,Mid-range,24368
BYD,Yuan Plus,2025,Performance,113906,85,315,214,1000,947,RWD,7,Truck,2485,3,China,Luxury,193570
Tesla,Model 3,2024,Performance,171222,95,329,288,1000,933,AWD,5,Van,1588,5,US,Luxury,247330
BMW,i5,2024,Performance,143876,82,261,227,1000,915,AWD,5,Truck,1841,3,Germany,Luxury,37253
BMW,iX,2024,Base,62907,84,296,148,299,208,RWD,7,SUV,1899,5,Germany,Mid-range,49240
BYD,Atto 3,2022,Long Range,101093,80,278,106,1000,848,FWD,7,Sedan,1565,5,China,Luxury,230522
Toyota,bZ Compact SUV,2024,Standard,53125,64,233,134,545,473,AWD,5,SUV,1998,4,Japan,Mid-range,19789
Tesla,Model S,2025,Long Range,67690,93,317,350,444,423,RWD,5,Hatchback,1865,4,US,Premium,187975
Volkswagen,ID. Buzz,2025,Standard,71667,82,282,97,753,614,FWD,5,Van,1500,3,Germany,Premium,285418
NIO,EC6,2025,Premium,103197,46,161,53,956,826,RWD,5,Van,1500,4,China,Luxury,20886
Volkswagen,ID. Aero,2022,Performance,94244,76,264,162,1000,943,AWD,7,SUV,1834,4,Germany,Premium,251606
BMW,i7,2025,Performance,150935,120,423,167,1000,883,RWD,5,Hatchback,2027,5,Germany,Luxury,49006
Volkswagen,ID. Buzz,2022,Performance,46160,117,399,236,404,347,RWD,5,Coupe,1500,5,Germany,Mid-range,298179
BYD,Seagull,2025,Long Range,32711,89,321,98,307,301,RWD,7,Truck,2579,5,China,Budget,169948
Polestar,3,2024,Standard,76931,78,257,133,442,411,RWD,7,Truck,2494,4,Sweden,Premium,17188
Volkswagen,ID. Aero,2021,Performance,102348,84,290,158,1000,935,RWD,5,SUV,1990,5,Germany,Luxury,251849
Audi,Q4 e-tron,2022,Base,84690,70,254,113,508,487,AWD,5,Van,1617,5,Germany,Premium,55401
BYD,Max,2025,Performance,118077,109,391,162,1000,913,FWD,5,Sedan,1687,5,China,Luxury,103364
BYD,Atto 3,2026,Premium,87620,76,270,56,1000,870,RWD,5,Hatchback,1500,4,China,Premium,118872
Tesla,Model Y,2025,Standard,92380,85,300,227,685,640,RWD,5,Sedan,1616,4,US,Premium,461008
BMW,i7,2020,Premium,84309,76,242,122,645,559,RWD,5,Truck,2413,5,Germany,Premium,53466
Volkswagen,ID. Aero,2024,Performance,115398,80,282,189,1000,870,AWD,7,Sedan,1511,4,Germany,Luxury,296594
Mercedes,EQE,2023,Standard,142020,59,200,107,942,820,FWD,7,Hatchback,1640,5,Germany,Luxury,57178
Hyundai,Ioniq,2023,Long Range,48460,100,358,93,494,456,FWD,7,Van,1594,4,South Korea,Mid-range,128198
